,channel_id,created_date,country,snippet_title,snippet_description,snippet_customurl,snippet_publishedat,snippet_thumbnails_default_url,snippet_thumbnails_default_width,snippet_thumbnails_default_height,snippet_thumbnails_medium_url,snippet_thumbnails_medium_width,snippet_thumbnails_medium_height,snippet_thumbnails_high_url,snippet_thumbnails_high_width,snippet_thumbnails_high_height,snippet_localized_title,snippet_localized_description,contentdetails_relatedplaylists_likes,contentdetails_relatedplaylists_uploads,statistics_viewcount,statistics_subscribercount,statistics_hiddensubscribercount,statistics_videocount,topicdetails_topicids,topicdetails_topiccategories,status_privacystatus,status_islinked,status_longuploadsstatus,brandingsettings_channel_title,scrape_date
80,UCbBI_p0ZtBQeDwRdOzPjARw,2020-08-27T13:03:54.731421Z,IN,SoftwareSchool - Coding Tutorials In Telugu,"Software job is your dream? Learn from basics to advanced concepts, real-time topics in Telugu and crack interviews easily.

Technologies 
1. Java Basics & Springboot frame work
2. ReactJS - HTML, CSS, Javascript and ReactJS
3. AngularJS
3. Python - web scraping & flask framework
4. PHP web development
5. ASP .Net
6. AWS Cloud
7. SQL - MySQL, PostgreSQL
8. MongoDB
9. ExpressJS

#webdesigning #webdevelopment #java #reactjs #angular #html #sql 

👨‍💻👩‍💻 Real-time oriented training for Job Seekers 

👉Coding classes in Telugu 
👉Real-time projects 
👉Resume building, Interview preparation, Mock interviews 
👉Call: 9032029072 
👉WhatsApp us on: https://bit.ly/44p8mpV 
👉YouTube Channel: https://bit.ly/3PPkewS 
👉Website(Courses & Syllabus): https://bit.ly/3OaN9dP 
👉Instagram: https://bit.ly/3pGyT2P
👉Email: contact@softwareschool.co
👉Telegram: https://t.me/softwareschoolofficialgroup 

Software School
SoftwareSchool
Software School coding
",@software-school,2020-08-27T13:03:54.731421Z,https://yt3.ggpht.com/vy5qj6uDz2KfhgWgLFfkC9W04ssjfhKRUStbc_SUvdq9iLu31p8IbzRmiYYxFi16SjNyxuBruQ=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/vy5qj6uDz2KfhgWgLFfkC9W04ssjfhKRUStbc_SUvdq9iLu31p8IbzRmiYYxFi16SjNyxuBruQ=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/vy5qj6uDz2KfhgWgLFfkC9W04ssjfhKRUStbc_SUvdq9iLu31p8IbzRmiYYxFi16SjNyxuBruQ=s800-c-k-c0x00ffffff-no-rj,800,800,SoftwareSchool - Coding Tutorials In Telugu,"Software job is your dream? Learn from basics to advanced concepts, real-time topics in Telugu and crack interviews easily.

Technologies 
1. Java Basics & Springboot frame work
2. ReactJS - HTML, CSS, Javascript and ReactJS
3. AngularJS
3. Python - web scraping & flask framework
4. PHP web development
5. ASP .Net
6. AWS Cloud
7. SQL - MySQL, PostgreSQL
8. MongoDB
9. ExpressJS

#webdesigning #webdevelopment #java #reactjs #angular #html #sql 

👨‍💻👩‍💻 Real-time oriented training for Job Seekers 

👉Coding classes in Telugu 
👉Real-time projects 
👉Resume building, Interview preparation, Mock interviews 
👉Call: 9032029072 
👉WhatsApp us on: https://bit.ly/44p8mpV 
👉YouTube Channel: https://bit.ly/3PPkewS 
👉Website(Courses & Syllabus): https://bit.ly/3OaN9dP 
👉Instagram: https://bit.ly/3pGyT2P
👉Email: contact@softwareschool.co
👉Telegram: https://t.me/softwareschoolofficialgroup 

Software School
SoftwareSchool
Software School coding
",,UUbBI_p0ZtBQeDwRdOzPjARw,5995019,93600,False,1042,"['/m/07c1v', '/m/01k8wb', '/m/019_rr']","['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,SoftwareSchool - Coding Tutorials In Telugu,1764668787029995000
81,UCbTw29mcP12YlTt1EpUaVJw,2013-02-17T01:38:02Z,US,Sean Allen,"Learn Swift & SwiftUI with my in-depth courses:
https://seanallen.teachable.com/?website=YT%20About
",@seanallen,2013-02-17T01:38:02Z,https://yt3.ggpht.com/wujHpEJt-XOr1fjzQW0-f9ko4eCFnlXqjhM5ecMtDzMi-3ezCor-UQ9OsydWOp_Z9dy5DdyX_Q=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/wujHpEJt-XOr1fjzQW0-f9ko4eCFnlXqjhM5ecMtDzMi-3ezCor-UQ9OsydWOp_Z9dy5DdyX_Q=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/wujHpEJt-XOr1fjzQW0-f9ko4eCFnlXqjhM5ecMtDzMi-3ezCor-UQ9OsydWOp_Z9dy5DdyX_Q=s800-c-k-c0x00ffffff-no-rj,800,800,Sean Allen,"Learn Swift & SwiftUI with my in-depth courses:
https://seanallen.teachable.com/?website=YT%20About
",,UUbTw29mcP12YlTt1EpUaVJw,13316055,170000,False,520,"['/m/01k8wb', '/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Sean Allen,1764668787029995000
82,UCbmb5IoBtHZTpYZCDBOC1CA,2014-08-06T04:20:50Z,,Computer Science (compsci112358),"Join me on this incredible journey to learn many different technologies, concepts and programming languages like Python, C programming, machine learning, artificial intelligence (AI), and computer science! I will be creating content on all of the topics mentioned above and presenting them in a fun and interesting way by applying these concepts to real world applications.

If you like the content on this channel, then please consider becoming a supporter on Patreon: https://www.patreon.com/computerscience",@computersciencecompsci112358,2014-08-06T04:20:50Z,https://yt3.ggpht.com/ytc/AIdro_moKOKTPC1LL7ef-9zNp29xN__5hsJKDgAO0EJWjlET0Q=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_moKOKTPC1LL7ef-9zNp29xN__5hsJKDgAO0EJWjlET0Q=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_moKOKTPC1LL7ef-9zNp29xN__5hsJKDgAO0EJWjlET0Q=s800-c-k-c0x00ffffff-no-rj,800,800,Computer Science (compsci112358),"Join me on this incredible journey to learn many different technologies, concepts and programming languages like Python, C programming, machine learning, artificial intelligence (AI), and computer science! I will be creating content on all of the topics mentioned above and presenting them in a fun and interesting way by applying these concepts to real world applications.

If you like the content on this channel, then please consider becoming a supporter on Patreon: https://www.patreon.com/computerscience",,UUbmb5IoBtHZTpYZCDBOC1CA,8487662,116000,False,336,"['/m/07c1v', '/m/01k8wb', '/m/019_rr']","['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Computer Science (compsci112358),1764668787029995000
83,UCcIXc5mJsHVYTZR1maL5l9w,2017-08-22T22:27:58Z,,DeepLearningAI,"Welcome to the official DeepLearning.AI YouTube channel! Here you can find the videos from our Coursera programs on machine learning as well as recorded events.

DeepLearning.AI was founded in 2017 by machine learning and education pioneer Andrew Ng to fill a need for world-class AI education.

DeepLearning.AI has created high-quality AI programs on Coursera that have gained an extensive global following. By providing a platform for education and fostering a tight-knit community, DeepLearning.AI has become the pathway for anyone looking to build an AI career.
",@deeplearningai,2017-08-22T22:27:58Z,https://yt3.ggpht.com/ytc/AIdro_nS1r8vYA9YVt1AQB355iMbBJNMg0OJn0I4J53_4T9xAes=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_nS1r8vYA9YVt1AQB355iMbBJNMg0OJn0I4J53_4T9xAes=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_nS1r8vYA9YVt1AQB355iMbBJNMg0OJn0I4J53_4T9xAes=s800-c-k-c0x00ffffff-no-rj,800,800,DeepLearningAI,"Welcome to the official DeepLearning.AI YouTube channel! Here you can find the videos from our Coursera programs on machine learning as well as recorded events.

DeepLearning.AI was founded in 2017 by machine learning and education pioneer Andrew Ng to fill a need for world-class AI education.

DeepLearning.AI has created high-quality AI programs on Coursera that have gained an extensive global following. By providing a platform for education and fostering a tight-knit community, DeepLearning.AI has become the pathway for anyone looking to build an AI career.
",,UUcIXc5mJsHVYTZR1maL5l9w,24225276,463000,False,527,"['/m/07c1v', '/m/01k8wb', '/m/019_rr']","['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,DeepLearningAI,1764668786732813000
84,UCck1m7zZdzioiUzqhzpdNPw,2020-02-12T23:58:46.966676Z,AU,Tech With Lucy,"Ex-AWS Solutions Architect helping you build Technical skills & stay updated with the Tech industry. 👩‍💻

I'm passionate about helping early-career professionals, career-changers, and aspiring techies get hired.

After 2 years working as a Solutions Architect at AWS, I quit my job to create videos full-time! 📸

If you have any video suggestions - please let me know.

⬇️ Want to build your skills in Cloud Computing? 
Check out my highly-rated courses 🙋‍♀️: https://zerotocloud.co/

📩 Business / Sponsor Inquiries: hello@techwithlucy.com
",@techwithlucy,2020-02-12T23:58:46.966676Z,https://yt3.ggpht.com/exezkhs2MEacLP8vyCmGHaddW6DGqaiSqKHZnJaCPFFmjvWjMxA3Ha9LiVpEcPx3DUpftFL-MA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/exezkhs2MEacLP8vyCmGHaddW6DGqaiSqKHZnJaCPFFmjvWjMxA3Ha9LiVpEcPx3DUpftFL-MA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/exezkhs2MEacLP8vyCmGHaddW6DGqaiSqKHZnJaCPFFmjvWjMxA3Ha9LiVpEcPx3DUpftFL-MA=s800-c-k-c0x00ffffff-no-rj,800,800,Tech With Lucy,"Ex-AWS Solutions Architect helping you build Technical skills & stay updated with the Tech industry. 👩‍💻

I'm passionate about helping early-career professionals, career-changers, and aspiring techies get hired.

After 2 years working as a Solutions Architect at AWS, I quit my job to create videos full-time! 📸

If you have any video suggestions - please let me know.

⬇️ Want to build your skills in Cloud Computing? 
Check out my highly-rated courses 🙋‍♀️: https://zerotocloud.co/

📩 Business / Sponsor Inquiries: hello@techwithlucy.com
",,UUck1m7zZdzioiUzqhzpdNPw,9709823,249000,False,144,"['/m/01k8wb', '/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Tech With Lucy,1764668786732813000
85,UCd6MoB9NC6uYN2grvUNT-Zg,2009-04-08T23:44:20Z,US,Amazon Web Services,"The official YouTube channel for Amazon Web Services (AWS). 

Amazon Web Services offers a complete set of infrastructure and application services that enable you to run virtually everything in the cloud: from enterprise applications and big data projects to social games and mobile apps. Explore how millions of customers — including the fastest-growing startups, largest enterprises, and leading government agencies — are using AWS to lower costs, become more agile, and innovate faster. 

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact
",@amazonwebservices,2009-04-08T23:44:20Z,https://yt3.ggpht.com/8SG9uDv2ITO754-r_Uoq4_nkuBBzY8iD6piQ6t85eEANlA9v-9jTE9VFJ4YE2CkZftIQYlVM=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/8SG9uDv2ITO754-r_Uoq4_nkuBBzY8iD6piQ6t85eEANlA9v-9jTE9VFJ4YE2CkZftIQYlVM=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/8SG9uDv2ITO754-r_Uoq4_nkuBBzY8iD6piQ6t85eEANlA9v-9jTE9VFJ4YE2CkZftIQYlVM=s800-c-k-c0x00ffffff-no-rj,800,800,Amazon Web Services,"The official YouTube channel for Amazon Web Services (AWS). 

Amazon Web Services offers a complete set of infrastructure and application services that enable you to run virtually everything in the cloud: from enterprise applications and big data projects to social games and mobile apps. Explore how millions of customers — including the fastest-growing startups, largest enterprises, and leading government agencies — are using AWS to lower costs, become more agile, and innovate faster. 

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact
",,UUd6MoB9NC6uYN2grvUNT-Zg,198105371,828000,False,18414,"['/m/019_rr', '/g/120y8l81', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Business', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,Amazon Web Services,1764668786732813000
86,UCdEWsSKNqogLmEQR1k6FvLA,2022-09-12T15:37:11.772488Z,IN,Android Knowledge,"Welcome to Android Knowledge!

Android Knowledge is a technical educational youtube channel. In this channel, you will learn about Android, Java, Kotlin, XML, UI Design, and Jetpack Compose. The channel offers a wide range of tutorials, and resources to help developers improve their skills and stay up-to-date with the latest android development trends.

Whether you are a beginner looking to learn the basics of android development or an experienced developer looking to improve your skills, Android Knowledge is the perfect platform for you. Our goal is to make complex topics easy to understand.

For source code, you can visit our website - https://androidknowledge.com/
For any queries or errors, please feel free to comment on our videos or you can join our telegram group.

For any business enquiries: akteamcontact@gmail.com

Subscribe to our YouTube Channel and join our community of Android Developers today!

Android is a trademark of Google LLC.",@android_knowledge,2022-09-12T15:37:11.772488Z,https://yt3.ggpht.com/8pVNVBiTfvhdzCmrtXLD_nMf_szvv-9uBHOocbQ6il3mIu5nyNjA_01BpE-8OhHqyNwpr0OG4ig=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/8pVNVBiTfvhdzCmrtXLD_nMf_szvv-9uBHOocbQ6il3mIu5nyNjA_01BpE-8OhHqyNwpr0OG4ig=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/8pVNVBiTfvhdzCmrtXLD_nMf_szvv-9uBHOocbQ6il3mIu5nyNjA_01BpE-8OhHqyNwpr0OG4ig=s800-c-k-c0x00ffffff-no-rj,800,800,Android Knowledge,"Welcome to Android Knowledge!

Android Knowledge is a technical educational youtube channel. In this channel, you will learn about Android, Java, Kotlin, XML, UI Design, and Jetpack Compose. The channel offers a wide range of tutorials, and resources to help developers improve their skills and stay up-to-date with the latest android development trends.

Whether you are a beginner looking to learn the basics of android development or an experienced developer looking to improve your skills, Android Knowledge is the perfect platform for you. Our goal is to make complex topics easy to understand.

For source code, you can visit our website - https://androidknowledge.com/
For any queries or errors, please feel free to comment on our videos or you can join our telegram group.

For any business enquiries: akteamcontact@gmail.com

Subscribe to our YouTube Channel and join our community of Android Developers today!

Android is a trademark of Google LLC.",,UUdEWsSKNqogLmEQR1k6FvLA,3744884,33500,False,270,"['/m/019_rr', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,Android Knowledge,1764668787029995000
87,UCdgGyYFpMNOcQ51ecEwWTvQ,2023-03-15T23:35:00.920584Z,,Freaky Tech Reviews,I review products that are related to all things tech and gaming! Feel free to join the Freaky Tech Family and let me know what you would like to see reviews on!,@freakytechreviews,2023-03-15T23:35:00.920584Z,https://yt3.ggpht.com/RF7NfKocs3FGKtsR8OFjtujAP3vsqI_GXxx1vmyDtlSsWH4JLzMdvKv4teYWbYMIIbS9pyqJoQ=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/RF7NfKocs3FGKtsR8OFjtujAP3vsqI_GXxx1vmyDtlSsWH4JLzMdvKv4teYWbYMIIbS9pyqJoQ=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/RF7NfKocs3FGKtsR8OFjtujAP3vsqI_GXxx1vmyDtlSsWH4JLzMdvKv4teYWbYMIIbS9pyqJoQ=s800-c-k-c0x00ffffff-no-rj,800,800,Freaky Tech Reviews,I review products that are related to all things tech and gaming! Feel free to join the Freaky Tech Family and let me know what you would like to see reviews on!,,UUdgGyYFpMNOcQ51ecEwWTvQ,3923690,31400,False,188,"['/m/019_rr', '/m/07c1v', '/m/0bzvm2']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Video_game_culture']",public,True,longUploadsUnspecified,Freaky Tech Reviews,1764668787264490000
88,UCdoadna9HFHsxXWhafhNvKw,2013-12-16T22:33:33Z,US,AWS Events,"The official YouTube channel for AWS Events and Webinars. Amazon Web Services (AWS) hosts events, both online and in-person, bringing the cloud computing community together to connect, collaborate, and learn from AWS experts.

AWS re:Invent is a learning conference for the global cloud computing community. The event features keynote announcements, training and certification opportunities, access to technical sessions, deep-dives with AWS leaders, engaging with sponsors, and so much more.

AWS re:Inforce is a two day conference focused on cloud security. Attendees can expect two days of learning, with sessions on security, identity, and compliance. 

AWS Summits is a series of events that bring the cloud computing community together to connect, collaborate, and learn about AWS. 

AWSome Day Online Conference is a free, online training event that will provide a step-by-step introduction to the core AWS services for compute, storage, databases, and networking.
",@awseventschannel,2013-12-16T22:33:33Z,https://yt3.ggpht.com/aMhSLbkFYkU68TR8Fy0Q-9LQDKfIhP_2cqDp8xoZViCPMJ1ImjpoSwtAtrmxCkNb4Pt0qTTEaA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/aMhSLbkFYkU68TR8Fy0Q-9LQDKfIhP_2cqDp8xoZViCPMJ1ImjpoSwtAtrmxCkNb4Pt0qTTEaA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/aMhSLbkFYkU68TR8Fy0Q-9LQDKfIhP_2cqDp8xoZViCPMJ1ImjpoSwtAtrmxCkNb4Pt0qTTEaA=s800-c-k-c0x00ffffff-no-rj,800,800,AWS Events,"The official YouTube channel for AWS Events and Webinars. Amazon Web Services (AWS) hosts events, both online and in-person, bringing the cloud computing community together to connect, collaborate, and learn from AWS experts.

AWS re:Invent is a learning conference for the global cloud computing community. The event features keynote announcements, training and certification opportunities, access to technical sessions, deep-dives with AWS leaders, engaging with sponsors, and so much more.

AWS re:Inforce is a two day conference focused on cloud security. Attendees can expect two days of learning, with sessions on security, identity, and compliance. 

AWS Summits is a series of events that bring the cloud computing community together to connect, collaborate, and learn about AWS. 

AWSome Day Online Conference is a free, online training event that will provide a step-by-step introduction to the core AWS services for compute, storage, databases, and networking.
",,UUdoadna9HFHsxXWhafhNvKw,39389100,157000,False,11544,"['/m/019_rr', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,AWS Events,1764668787029995000
89,UCeeFfhMcJa1kjtfZAGskOCA,2018-05-03T19:49:25Z,CA,TechLinked,"TechLinked keeps you up to date with a fast, funny roundup of the latest tech news every Monday, Wednesday, and Friday.

Sponsorship Inquiries: partnerships@linusmediagroup.com
",@techlinked,2018-05-03T19:49:25Z,https://yt3.ggpht.com/_7NuLsyaCWL63spCS74vy7RGd8s5cwx0FATJTvEeew3OH5d7TuD9hGcxbrhoYcMFT4mBxaJm=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/_7NuLsyaCWL63spCS74vy7RGd8s5cwx0FATJTvEeew3OH5d7TuD9hGcxbrhoYcMFT4mBxaJm=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/_7NuLsyaCWL63spCS74vy7RGd8s5cwx0FATJTvEeew3OH5d7TuD9hGcxbrhoYcMFT4mBxaJm=s800-c-k-c0x00ffffff-no-rj,800,800,TechLinked,"TechLinked keeps you up to date with a fast, funny roundup of the latest tech news every Monday, Wednesday, and Friday.

Sponsorship Inquiries: partnerships@linusmediagroup.com
",,UUeeFfhMcJa1kjtfZAGskOCA,630612213,1990000,False,1219,"['/m/019_rr', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,TechLinked,1764668786732813000
90,UCer2gPEPPvg5cBAP0GATwFA,2023-07-06T19:29:08.643564Z,US,PC BUILD-ASMR,"Welcome to PC Build ASMR! Immerse yourself in the calming sounds of custom PC assembly. Each video is a blend of detailed visuals and soothing ASMR, perfect for tech enthusiasts and relaxation seekers alike. Join me as we explore the art of PC building, from component selection to final assembly. Don't forget to subscribe and hit the bell icon to stay updated on our latest builds. Let's build something beautiful together!
",@pcbuild-asmr,2023-07-06T19:29:08.643564Z,https://yt3.ggpht.com/hltymk0bz7W2vTWg_uuOos0O5yrcn-8sPCveo8Jc0a1Ajw_uL_1MrdXfkmoCYm-GUizSXmf8kg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/hltymk0bz7W2vTWg_uuOos0O5yrcn-8sPCveo8Jc0a1Ajw_uL_1MrdXfkmoCYm-GUizSXmf8kg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/hltymk0bz7W2vTWg_uuOos0O5yrcn-8sPCveo8Jc0a1Ajw_uL_1MrdXfkmoCYm-GUizSXmf8kg=s800-c-k-c0x00ffffff-no-rj,800,800,PC BUILD-ASMR,"Welcome to PC Build ASMR! Immerse yourself in the calming sounds of custom PC assembly. Each video is a blend of detailed visuals and soothing ASMR, perfect for tech enthusiasts and relaxation seekers alike. Join me as we explore the art of PC building, from component selection to final assembly. Don't forget to subscribe and hit the bell icon to stay updated on our latest builds. Let's build something beautiful together!
",,UUer2gPEPPvg5cBAP0GATwFA,80355295,184000,False,360,"['/m/019_rr', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,PC BUILD-ASMR,1764668787029995000
91,UCfSgan80IQD_5U1t7UuwL3w,2014-02-26T20:51:43Z,US,Tech News Weekly,"Industry expert Mikah Sargent, brings you interviews from tech journalists who make or break the top stories of the week. Get the freshest perspective and in depth insight into the fast-paced world of technology from Tech News Weekly.

New episodes every Thursday on YouTube or get episodes ad-free by joining Club TWiT at https://twit.tv/clubtwit",@technewsweeklypodcast,2014-02-26T20:51:43Z,https://yt3.ggpht.com/t8WRLOknD3uRShWGdkTccfky1rt576xqy1A2XjDn7kc_3tRgMTF0j3hzw03-xKuQqkrqg64dPg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/t8WRLOknD3uRShWGdkTccfky1rt576xqy1A2XjDn7kc_3tRgMTF0j3hzw03-xKuQqkrqg64dPg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/t8WRLOknD3uRShWGdkTccfky1rt576xqy1A2XjDn7kc_3tRgMTF0j3hzw03-xKuQqkrqg64dPg=s800-c-k-c0x00ffffff-no-rj,800,800,Tech News Weekly,"Industry expert Mikah Sargent, brings you interviews from tech journalists who make or break the top stories of the week. Get the freshest perspective and in depth insight into the fast-paced world of technology from Tech News Weekly.

New episodes every Thursday on YouTube or get episodes ad-free by joining Club TWiT at https://twit.tv/clubtwit",,UUfSgan80IQD_5U1t7UuwL3w,430763,15200,False,415,"['/m/019_rr', '/m/07c1v', '/m/098wr']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Society']",public,True,longUploadsUnspecified,Tech News Weekly,1764668787264490000
